abortion,2.841505757452244
womensrights,-0.21692776258329977
argentina,0.28934694957327545
womenshealth,-0.03897554192071204
womensrightsarehumanrights,-0.070043082283886
abortionisawomansright,-0.0663265590573178
georgians,0.0
georgia,0.0
gapol,0.0
gasen,0.0
democrats,0.05860113882780197
socialism,0.0
death,0.0
reverendwarnock,0.0
prochoice,-6.60513718641878
euthanasia,0.0
martiallaw,0.0
socialists,0.0
blm,0.0
police,0.0
latinamerica,0.0
buenosaires,0.0
vasectomy,0.0
feminism,-0.08189840253638975
american,0.0
life,0.0
rt,0.0
prolife,7.207744859103617
socialist,0.0
abortionlaws,0.0
catholicchurch,0.0
popefrancis,0.0
mybodymychoice,-0.2551135460445725
legalize,0.0
women,0.0
pampalaglag,0.03771181705319679
abortionpills,0.0
cytotec,0.0
misoprostol,0.0
abort,0.0
children,0.030922467659139048
unborn,0.04366340791331308
humanrights,0.27612088288451797
news,0.0
senate,0.0
freedom,0.0
justice,0.0
right,0.0
law,0.0
repealhelms,0.0
science,0.04474715262043586
liberalismisamentaldisorder,0.0
gopbetrayedamerica,0.0
feminist,-0.050245711230979456
god,0.04919986761933498
pray,0.046611903985868605
faith,0.0
truth,0.0
love,0.0
grace,0.0
mercy,0.0
jesus,0.06329532849127874
christ,0.0
babies,0.04115457219258576
bill,0.0
abortionismurder,0.26844123018329286
crime,0.0
health,0.0
poland,-0.16947268921339725
ireland,0.03051485004973299
endabortionnow,0.0
legalabortion,0.0
rape,0.0
metoo,0.0
reproductiverights,-0.09290353257366397
healthcare,0.0
argentinaesprovida,0.0
antiabortion,0.0641955150434571
rights,0.0
provida,0.0
scotus,0.0
religion,0.0
guns,0.0
prolove,0.04943516710030014
righttolife,0.0551909074824092
cuba,0.0
mexico,0.0
esley,0.0
republicans,0.03486542911522935
massachusetts,0.030971913204808327
reprorights,0.0
abortionrights,-0.2495621505060948
hate,0.0
suicide,0.0
drunkdriving,0.0
reprojustice,0.0
abortioncontroversy,0.0
bills,0.0
christianity,0.054075815940015245
murder,0.045844571782830225
breaking,0.0
vatican,0.0
racism,0.0
legal,0.0
fetus,0.0
baby,0.04446754073741115
covid19,0.07710996887587175
savelives,0.0
uspolitics,0.0
infanticide,0.030748850781543
praytoendabortion,0.0
praytherosary,0.0
hope,0.0
srhr,0.0
pope,0.0
catholic,0.16458172219142694
choice,-0.03518941580820824
cbr,0.0
genocide,0.0
gap,0.04045400472750016
sotheworldwillsee,0.0
abortionishealthcare,-0.24135807319775518
eugenics,0.06426787113661521
covidvaccine,0.0
plannedparenthood,0.0
fetaltissue,0.0
pandemic,0.0
antichoice,-0.05095039437165776
blacklivesmatter,0.0
strajkkobiet,-0.039515774157402477
auspol,0.0
argentine,0.0
repent,0.0
savethechildren,0.0
savethebabyhumans,0.039630948827423254
holocaust,0.0
genderequality,0.0
niunamenos,0.0
activism,0.0
humanfromthestart,0.0
catholictwitter,0.08879054287259931
lgbt,0.0
holyinnocents,0.0
firstamendment,0.0
communism,0.0
telemedicine,0.0
shedecides,0.0
abolishabortion,0.0
arpx,0.0
america,0.0
birth,0.0
church,0.04600268069295644
ccp,0.0
chinavirus,0.0
pelosi,0.0
biden,0.0
wtf,0.0
history,0.0
unbornlivesmatter,0.048661894500745026
revival,0.0
legalises,0.0
womenrights,0.0
pampadugo,0.0
pamparegla,0.0
mifekitph,0.0
pregnancy,0.05605116262670326
adoption,0.036803899047712474
politics,0.0
birthcontrol,0.0
evil,0.0
prowomen,0.0
woman,0.0
fraud,0.0420242721134847
abortionkills,0.0
conservative,0.04462539542543211
reproductivehealth,0.0
goodnews,0.0
gop,0.042222517400559934
abolitionists,0.0
partyoflincoln,0.0
slavery,0.03446095956729817
obamacare,0.0
obsessedwithrace,0.0
secede,0.0
impeach,0.0
resist,0.0
notmypresident,0.0
repetition,0.0
babieslivesmatter,0.042368464483146386
minnesota,0.0
samesexmarriage,0.0
equalrights,0.0
